HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Previous Names	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:28174	PPAPDC3	phosphatidic acid phosphatase type 2 domain containing 3	Approved	C9orf67	"chromosome 9 open reading frame 67"	MGC12921, FLJ14662, NET39	9q34.2-q34.3	AK027568	NM_032728
HGNC:9232	PPARA	peroxisome proliferator-activated receptor alpha	Approved	PPAR	"peroxisome proliferative activated receptor, alpha"	hPPAR, NR1C1	22q12-q13.1	L02932	NM_001001928
HGNC:9235	PPARD	peroxisome proliferator-activated receptor delta	Approved		"peroxisome proliferative activated receptor, delta"	NUC1, NUCII, FAAR, NR1C2	6p21.2	L07592	NM_006238
HGNC:9236	PPARG	peroxisome proliferator-activated receptor gamma	Approved		"peroxisome proliferative activated receptor, gamma"	PPARG1, PPARG2, NR1C3, PPARgamma	3p25	X90563	NM_005037
HGNC:9237	PPARGC1A	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	Approved	PPARGC1	"peroxisome proliferative activated receptor, gamma, coactivator 1", "peroxisome proliferative activated receptor, gamma, coactivator 1, alpha"	PGC1, PGC1A	4p15.1	AF106698	NM_013261
HGNC:30022	PPARGC1B	peroxisome proliferator-activated receptor gamma, coactivator 1 beta	Approved		"peroxisome proliferative activated receptor, gamma, coactivator 1, beta"	PERC, PGC1B	5q33.1	AF468496	NM_133263
HGNC:9238	PPAT	phosphoribosyl pyrophosphate amidotransferase	Approved			GPAT, PRAT	4q12		NM_002703
HGNC:9240	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	Approved	THBGB1		SCYB7, TGB, NAP-2-L1, LA-PF4, MDGF, LDGF, Beta-TG, CTAP3, CXCL7, PBP, b-TG1, TGB1, CTAPIII, NAP-2	4q12-q13	M54995	NM_002704
HGNC:28107	PPCDC	phosphopantothenoylcysteine decarboxylase	Approved			MDS018, FLJ14585	15q24.2	AK027491	NM_021823
HGNC:25686	PPCS	phosphopantothenoylcysteine synthetase	Approved			FLJ11838	1p34.2	AK021900	NM_024664
HGNC:16142	PPDPF	pancreatic progenitor cell differentiation and proliferation factor	Approved	C20orf149	"chromosome 20 open reading frame 149", "pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)"	dJ697K14.9, exdpf	20q13.33	AL121829	
HGNC:9243	PPEF1	protein phosphatase, EF-hand calcium binding domain 1	Approved	PPEF		PPP7CA	Xp22	BC036026	NM_006240
HGNC:9244	PPEF2	protein phosphatase, EF-hand calcium binding domain 2	Approved			PPP7CB	4q21.1	AF023456	NM_006239
HGNC:9245	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	Approved			LIP.1, LIPRIN	11q13.3	U22816	NM_003626
HGNC:9246	PPFIA2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	Approved				12q21.31	AF034799	
HGNC:9247	PPFIA3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	Approved			KIAA0654, LPNA3, MGC126567, MGC126569	19q13.33	AF034800	NM_003660
HGNC:9248	PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	Approved				1q32.1	AF034801	NM_015053
HGNC:9249	PPFIBP1	PTPRF interacting protein, binding protein 1 (liprin beta 1)	Approved			L2, hSGT2, hSgt2p, SGT2	12p12.1	AF034802	NM_003622
HGNC:9250	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	Approved			Cclp1	11p15.4	AF034803	NM_003621
HGNC:19369	PPHLN1	periphilin 1	Approved				12q12	AY157850	NM_201515
HGNC:9253	PPIA	peptidylprolyl isomerase A (cyclophilin A)	Approved			CYPA	7p13	X52851	NM_021130
HGNC:24369	PPIAL4A	peptidylprolyl isomerase A (cyclophilin A)-like 4A	Approved	PPIAL4	"peptidylprolyl isomerase A (cyclophilin A)-like 4"	COAS2	1q21.1	AB084917	NM_178230
HGNC:33994	PPIAL4B	peptidylprolyl isomerase A (cyclophilin A)-like 4B	Approved				1q21.1		
HGNC:33995	PPIAL4C	peptidylprolyl isomerase A (cyclophilin A)-like 4C	Approved				1q21		
HGNC:33998	PPIAL4D	peptidylprolyl isomerase A (cyclophilin A)-like 4D	Approved				1q21		NM_001164261
HGNC:33997	PPIAL4E	peptidylprolyl isomerase A (cyclophilin A)-like 4E	Approved				1q21.1		NM_001144032
HGNC:33999	PPIAL4F	peptidylprolyl isomerase A (cyclophilin A)-like 4F	Approved				1q21.1		NM_001164262
HGNC:33996	PPIAL4G	peptidylprolyl isomerase A (cyclophilin A)-like 4G	Approved				1q21.1		NM_001123068
HGNC:9255	PPIB	peptidylprolyl isomerase B (cyclophilin B)	Approved			CYPB, OI9	15q21-q22		
HGNC:9256	PPIC	peptidylprolyl isomerase C (cyclophilin C)	Approved			CYPC	5q23.2	S71018	NM_000943
HGNC:9257	PPID	peptidylprolyl isomerase D	Approved		"peptidylprolyl isomerase D (cyclophilin D)"	CYP-40	4q31.3		NM_005038
HGNC:9258	PPIE	peptidylprolyl isomerase E (cyclophilin E)	Approved			CyP-33, MGC3736, MGC111222	1p32	AF042385	NM_006112
HGNC:9259	PPIF	peptidylprolyl isomerase F	Approved		"peptidylprolyl isomerase F (cyclophilin F)"	hCyP3, Cyp-D	10q22-q23	M80254	NM_005729
HGNC:14650	PPIG	peptidylprolyl isomerase G (cyclophilin G)	Approved		"peptidyl-prolyl isomerase G (cyclophilin G)"	CARS-Cyp, SRCyp, SCAF10	2q31.1	X99717	
HGNC:14651	PPIH	peptidylprolyl isomerase H (cyclophilin H)	Approved		"peptidyl prolyl isomerase H (cyclophilin H)"	USA-CYP, CYP-20, SnuCyp-20, CYPH, MGC5016	1p34.1	AF016371	NM_006347
HGNC:9260	PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	Approved			CYPL1	6p21.1	AF090992	
HGNC:9261	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	Approved			UBOX7, CYC4, Cyp-60	22q11.21		
HGNC:9262	PPIL3	peptidylprolyl isomerase (cyclophilin)-like 3	Approved			CyPJ	2q33.1	AF251049	
HGNC:15702	PPIL4	peptidylprolyl isomerase (cyclophilin)-like 4	Approved				6q25.1		
HGNC:21557	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6	Approved			bA425D10.6, MGC41939, dJ919F19.1, RSPH12	6q21		
HGNC:29023	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1	Approved	HISPPD2A	"histidine acid phosphatase domain containing 2A"	KIAA0377, IPS1, VIP1	15q15.3	AF502586	NM_014659
HGNC:29035	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	Approved	HISPPD1	"histidine acid phosphatase domain containing 1"	KIAA0433, VIP2	5q21.1	AB007893	NM_015216
HGNC:9273	PPL	periplakin	Approved				16p13.3	AF013717	NM_002705
HGNC:9275	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent, 1A	Approved		"protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform"	MGC9201, PP2Calpha, PP2CA	14q23.1	S87759	NM_021003
HGNC:9276	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent, 1B	Approved		"protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform"	PPC2BETAX, PP2CB, PP2CBETA	2p22.1	AJ005801	NM_002706
HGNC:9277	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent, 1D	Approved		"protein phosphatase 1D magnesium-dependent, delta isoform"	Wip1, PP2C-DELTA	17q23.3	U78305	NM_003620
HGNC:19322	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent, 1E	Approved		"protein phosphatase 1E (PP2C domain containing)"	POPX1, KIAA1072, PP2CH, CaMKP-N	17q24.2	AB028995	NM_014906
HGNC:19388	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent, 1F	Approved		"protein phosphatase 1F (PP2C domain containing)"	FEM-2, KIAA0015, POPX2, CaMKPase, CAMKP	22q11.22	D13640	NM_014634
HGNC:9278	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent, 1G	Approved		"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"	PP2CG, PP2Cgamma	2p23.3	Y13936	NM_002707
HGNC:18583	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent, 1H	Approved	ARHCL1	"ras homolog gene family, member C like 1", "protein phosphatase 1H (PP2C domain containing)"	KIAA1157, FLJ13253, NERPP-2C	12q14.1	AB032983	NM_020700
HGNC:20785	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent, 1J	Approved		"protein phosphatase 1J (PP2C domain containing)"	FLJ35951, MGC19531, DKFZp434P1514, PP2Czeta, PPP2CZ	1p13.1	AK093270	NM_005167
HGNC:25415	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent, 1K	Approved		"protein phosphatase 1K (PP2C domain containing)"	DKFZp761G058, PP2Ckappa, hPTMP, PP2Cm, BDP	4q22.1	BC037552	NM_152542
HGNC:16381	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent, 1L	Approved		"protein phosphatase 1 (formerly 2C)-like"	PP2CE	3q26.1	AK055115	NM_139245
HGNC:26506	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent, 1M	Approved		"protein phosphatase 1M (PP2C domain containing)"	PP2Ceta, FLJ32332	3p21.31	AK096681	NM_144641
HGNC:26845	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)	Approved			FLJ40125	19q13.32	AK097444	NM_001080401
HGNC:30178	PPME1	protein phosphatase methylesterase 1	Approved			PME-1	11q13.4		NM_016147
HGNC:9280	PPOX	protoporphyrinogen oxidase	Approved	VP	"variegate porphyria"	PPO	1q22	BC002357	NM_000309
HGNC:9281	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isozyme	Approved	PPP1A	"protein phosphatase 1, catalytic subunit, alpha isoform"	PP1A, PP-1A, PP1alpha	11q13		NM_002708
HGNC:9282	PPP1CB	protein phosphatase 1, catalytic subunit, beta isozyme	Approved		"protein phosphatase 1, catalytic subunit, beta isoform"	PP1B, PP-1B, PP1beta	2p23		
HGNC:9283	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isozyme	Approved		"protein phosphatase 1, catalytic subunit, gamma isoform"	PP1C, PP1gamma	12q24.1-q24.2		
HGNC:9286	PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	Approved				12q13.2	U48707	NM_006741
HGNC:9287	PPP1R1B	protein phosphatase 1, regulatory (inhibitor) subunit 1B	Approved			DARPP-32, FLJ20940	17q12	AI124650	NM_032192
HGNC:14940	PPP1R1C	protein phosphatase 1, regulatory (inhibitor) subunit 1C	Approved			Inhibitor-1-like	2q31.3	AF494535, BC017943	NM_001080545
HGNC:9288	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	Approved			IPP2	3q29	U68111	NM_006241
HGNC:9291	PPP1R3A	protein phosphatase 1, regulatory subunit 3A	Approved	PPP1R3	"protein phosphatase 1, regulatory (inhibitor) subunit 3A (glycogen and sarcoplasmic reticulum binding subunit, skeletal muscle)", "protein phosphatase 1, regulatory (inhibitor) subunit 3A"	GM	7q31.1	AF024578	NM_002711
HGNC:14942	PPP1R3B	protein phosphatase 1, regulatory subunit 3B	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 3B"	GL, FLJ14005, PPP1R4	8p23.1	AK024067	NM_024607
HGNC:9293	PPP1R3C	protein phosphatase 1, regulatory subunit 3C	Approved	PPP1R5	"protein phosphatase 1, regulatory (inhibitor) subunit 3C"	PTG	10q23-q24	Y18207	NM_005398
HGNC:9294	PPP1R3D	protein phosphatase 1, regulatory subunit 3D	Approved	PPP1R6	"protein phosphatase 1, regulatory (inhibitor) subunit 3D"		20q13.3	Y18206	NM_006242
HGNC:14943	PPP1R3E	protein phosphatase 1, regulatory subunit 3E	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 3E"	FLJ00089	14q11.2	AK024489	
HGNC:14944	PPP1R3F	protein phosphatase 1, regulatory subunit 3F	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 3F"	Hb2E	Xp11.23		NM_033215
HGNC:14945	PPP1R3G	protein phosphatase 1, regulatory subunit 3G	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 3G"		6p25.1		NM_001145115
HGNC:9295	PPP1R7	protein phosphatase 1, regulatory subunit 7	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 7"	sds22	2q37.3	AF067136	NM_002712
HGNC:9296	PPP1R8	protein phosphatase 1, regulatory subunit 8	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 8"	ard-1, NIPP-1, PRO2047, ARD1, NIPP1	1p35.3	AF061959	NM_014110
HGNC:14946	PPP1R9A	protein phosphatase 1, regulatory subunit 9A	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 9A"	Neurabin-I, KIAA1222, FLJ20068	7q21.3	AB033048	NM_001166160
HGNC:9298	PPP1R9B	protein phosphatase 1, regulatory subunit 9B	Approved	PPP1R6, PPP1R9	"protein phosphatase 1, regulatory subunit 9B, spinophilin", "protein phosphatase 1, regulatory (inhibitor) subunit 9B"	Spn, SPINO	17q21.33	AJ401189	NM_032595
HGNC:9284	PPP1R10	protein phosphatase 1, regulatory subunit 10	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 10"	PNUTS, FB19, CAT53, p99	6p21.3	Y13247	NM_002714
HGNC:9285	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	Approved	TCTE5		HCGV, Tctex5, HCG-V	6p21.3	X81003	NM_021959
HGNC:7618	PPP1R12A	protein phosphatase 1, regulatory subunit 12A	Approved	MYPT1	"protein phosphatase 1, regulatory (inhibitor) subunit 12A"	MBS, M130	12q15-q21	D87930	NM_002480
HGNC:7619	PPP1R12B	protein phosphatase 1, regulatory subunit 12B	Approved	MYPT2	"protein phosphatase 1, regulatory (inhibitor) subunit 12B"	MGC87886, MGC131980, PP1bp55	1q32.1	AB003062	NM_032105
HGNC:14947	PPP1R12C	protein phosphatase 1, regulatory subunit 12C	Approved	LENG3	"leukocyte receptor cluster (LRC) member 3", "protein phosphatase 1, regulatory (inhibitor) subunit 12C"	DKFZP434D0412, p84, MBS85, p85	19q13.42	AF312028	NM_017607
HGNC:14950	PPP1R13B	protein phosphatase 1, regulatory subunit 13B	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 13B"	p53BP2-like, KIAA0771, p85, ASPP1	14q32.33	AB018314	NM_015316
HGNC:18838	PPP1R13L	protein phosphatase 1, regulatory subunit 13 like	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 13 like"	RAI, IASPP	19q13.32	AF078036	NM_006663
HGNC:14871	PPP1R14A	protein phosphatase 1, regulatory (inhibitor) subunit 14A	Approved	PPP1INL		CPI-17	19q13.1	AB056508	NM_033256
HGNC:9057	PPP1R14B	protein phosphatase 1, regulatory (inhibitor) subunit 14B	Approved	PLCB3N		SOM172, PNG, PHI-1	11q13	X91195	NM_138689
HGNC:14952	PPP1R14C	protein phosphatase 1, regulatory (inhibitor) subunit 14C	Approved			CPI17-like, NY-BR-81, KEPI	6q24.3-q25.3	AF308297	NM_030949
HGNC:14953	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D	Approved			CPI17-like, FLJ20251, GBPI-1, MGC119014, MGC119016	15q11.2-q14	AK000258	NM_017726
HGNC:14375	PPP1R15A	protein phosphatase 1, regulatory subunit 15A	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 15A"	GADD34	19q13.2	U83981	NM_014330
HGNC:14951	PPP1R15B	protein phosphatase 1, regulatory subunit 15B	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 15B"	FLJ14744	1q32.1	AK027650	NM_032833
HGNC:14941	PPP1R16A	protein phosphatase 1, regulatory subunit 16A	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 16A"	MGC14333, MYPT3	8q24.3		NM_032902
HGNC:15850	PPP1R16B	protein phosphatase 1, regulatory subunit 16B	Approved		"protein phosphatase 1, regulatory (inhibitor) subunit 16B"	KIAA0823, TIMAP, ANKRD4	20q11.23	AB020630	NM_015568
HGNC:16973	PPP1R17	protein phosphatase 1, regulatory subunit 17	Approved	C7orf16	"chromosome 7 open reading frame 16"	GSBS	7p15	AF071789	NM_006658
HGNC:29413	PPP1R18	protein phosphatase 1, regulatory subunit 18	Approved	KIAA1949	"KIAA1949"	phostensin	6p21.3	AK097089	NM_133471
HGNC:30595	PPP1R21	protein phosphatase 1, regulatory subunit 21	Approved	CCDC128, KLRAQ1	"coiled-coil domain containing 128", "KLRAQ motif containing 1"	FLJ16566	2p16.3	AY134855	NM_152994
HGNC:29089	PPP1R26	protein phosphatase 1, regulatory subunit 26	Approved	KIAA0649	"KIAA0649"		9q34.3	AB014549	NM_014811
HGNC:16813	PPP1R27	protein phosphatase 1, regulatory subunit 27	Approved	DYSFIP1	"dysferlin-interacting protein 1 (toonin)", "dysferlin interacting protein 1 (toonin)", "dysferlin interacting protein 1"	toonin	17q25.3	AF434846	NM_001007533
HGNC:28869	PPP1R32	protein phosphatase 1, regulatory subunit 32	Approved	C11orf66	"chromosome 11 open reading frame 66"	IIIG9, FLJ32771	11q12.2	AK057333	NM_145017
HGNC:28320	PPP1R35	protein phosphatase 1, regulatory subunit 35	Approved	C7orf47	"chromosome 7 open reading frame 47"	MGC22793	7q22.1	BC026269	NM_145030
HGNC:20097	PPP1R36	protein phosphatase 1, regulatory subunit 36	Approved	C14orf50	"chromosome 14 open reading frame 50"		14q23.2		NM_172365
HGNC:27607	PPP1R37	protein phosphatase 1, regulatory subunit 37	Approved	LRRC68	"leucine rich repeat containing 68"		19q13.32	BC035704	NM_173634
HGNC:33732	PPP1R42	protein phosphatase 1, regulatory subunit 42	Approved	LRRC67	"leucine rich repeat containing 67"	dtr, TLLR	8q13.1-q13.2	BC055413	NM_001013626
HGNC:9299	PPP2CA	protein phosphatase 2, catalytic subunit, alpha isozyme	Approved		"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform"	PP2Calpha	5q31.1		NM_002715
HGNC:9300	PPP2CB	protein phosphatase 2, catalytic subunit, beta isozyme	Approved		"protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform"	PP2Abeta	8p12		NM_001009552
HGNC:9302	PPP2R1A	protein phosphatase 2, regulatory subunit A, alpha	Approved		"protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform", "protein phosphatase 2 (formerly 2A), regulatory subunit A, alpha isoform"	PR65A, PP2A-Aalpha	19q13		NM_014225
HGNC:9303	PPP2R1B	protein phosphatase 2, regulatory subunit A, beta	Approved		"protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform", "protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform"	PR65B, PP2A-Abeta	11q23.1	AF087438	NM_002716
HGNC:9304	PPP2R2A	protein phosphatase 2, regulatory subunit B, alpha	Approved		"protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform", "protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha isoform"	PR52A, PR55A, B55A	8p21.2	M64929	NM_002717
HGNC:9305	PPP2R2B	protein phosphatase 2, regulatory subunit B, beta	Approved	SCA12	"spinocerebellar ataxia 12", "protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform", "protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform"	PR55-BETA, PR52B	5q32	M64930	NM_181678
HGNC:9306	PPP2R2C	protein phosphatase 2, regulatory subunit B, gamma	Approved		"protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), gamma isoform", "protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform"	PR52, IMYPNO, MGC33570, PR55G	4p16.1	AF086924	NM_181876
HGNC:23732	PPP2R2D	protein phosphatase 2, regulatory subunit B, delta	Approved		"protein phosphatase 2, regulatory subunit B, delta isoform"	MDS026	10q26.3	AF220046	NM_018461
HGNC:9307	PPP2R3A	protein phosphatase 2, regulatory subunit B'', alpha	Approved	PPP2R3	"protein phosphatase 2 (formerly 2A), regulatory subunit B'' (PR 72), alpha isoform and (PR 130), beta isoform", "protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha"		3q22.2-q22.3	L12146	NM_002718
HGNC:13417	PPP2R3B	protein phosphatase 2, regulatory subunit B'', beta	Approved	PPP2R3L	"protein phosphatase 2 (formerly 2A), regulatory subunit B'', beta"	PPP2R3LY, PR48	Xp22.3 and Yp11.3	AF215840	NM_013239
HGNC:17485	PPP2R3C	protein phosphatase 2, regulatory subunit B'', gamma	Approved	C14orf10	"chromosome 14 open reading frame 10", "protein phosphatase 2 (formerly 2A), regulatory subunit B'', gamma"	FLJ20644, G4-1, G5PR	14q13.2	AK000651	NM_017917
HGNC:9308	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4	Approved		"protein phosphatase 2A, regulatory subunit B' (PR 53)"	PTPA, PR53	9q34	X73478	NM_021131
HGNC:9309	PPP2R5A	protein phosphatase 2, regulatory subunit B', alpha	Approved		"protein phosphatase 2, regulatory subunit B (B56), alpha isoform", "protein phosphatase 2, regulatory subunit B', alpha isoform"	PR61A, B56A	1q32.2-q32.3	BC022474	NM_006243
HGNC:9310	PPP2R5B	protein phosphatase 2, regulatory subunit B', beta	Approved		"protein phosphatase 2, regulatory subunit B (B56), beta isoform", "protein phosphatase 2, regulatory subunit B', beta isoform"	FLJ35411, B56B, PR61B	11q12	L42374	NM_006244
HGNC:9311	PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma	Approved		"protein phosphatase 2, regulatory subunit B (B56), gamma isoform", "protein phosphatase 2, regulatory subunit B', gamma isoform"	B56G, PR61G	14q32.31	L42375	NM_002719
HGNC:9312	PPP2R5D	protein phosphatase 2, regulatory subunit B', delta	Approved		"protein phosphatase 2, regulatory subunit B (B56), delta isoform", "protein phosphatase 2, regulatory subunit B', delta isoform"	B56D	6p21.1	L76702	NM_006245
HGNC:9313	PPP2R5E	protein phosphatase 2, regulatory subunit B', epsilon isoform	Approved		"protein phosphatase 2, regulatory subunit B (B56), epsilon isoform"		14q23.2	L76703	NM_006246
HGNC:9314	PPP3CA	protein phosphatase 3, catalytic subunit, alpha isozyme	Approved	CALN, CALNA	"protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha)", "protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform"	CNA1, PPP2B	4q24		NM_000944
HGNC:9315	PPP3CB	protein phosphatase 3, catalytic subunit, beta isozyme	Approved	CALNB	"protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)", "protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform"	CALNA2, CNA2, PP2Bbeta	10q22.2	M29551	NM_021132
HGNC:9316	PPP3CC	protein phosphatase 3, catalytic subunit, gamma isozyme	Approved		"protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma)", "protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform"	CALNA3, PP2Bgamma	8p21.3		NM_005605
HGNC:9317	PPP3R1	protein phosphatase 3, regulatory subunit B, alpha	Approved		"protein phosphatase 3 (formerly 2B), regulatory subunit B (19kD), alpha isoform (calcineurin B, type I)", "protein phosphatase 3 (formerly 2B), regulatory subunit B, 19kDa, alpha isoform (calcineurin B, type I)", "protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform"	CALNB1, CNB, CNB1	2p14	M30773	NM_000945
HGNC:9318	PPP3R2	protein phosphatase 3, regulatory subunit B, beta	Approved		"protein phosphatase 3 (formerly 2B), regulatory subunit B (19kD), beta isoform (calcineurin B, type II)", "protein phosphatase 3 (formerly 2B), regulatory subunit B, 19kDa, beta isoform (calcineurin B, type II)", "protein phosphatase 3 (formerly 2B), regulatory subunit B, beta isoform"	PPP3RL	9q31	AF145026	NM_147180
